,Date,Inflation Measure,Value
262,2007-01-01,Overall Inflation,-0.5102706
263,2007-01-01,Services Inflation,-0.4837647
264,2007-02-01,Overall Inflation,-0.5253245
265,2007-02-01,Services Inflation,-0.4940586
266,2007-03-01,Overall Inflation,-0.4129122
267,2007-03-01,Services Inflation,-0.4561053
268,2007-04-01,Overall Inflation,-0.3832486
269,2007-04-01,Services Inflation,-0.4405007
270,2007-05-01,Overall Inflation,-0.3514554
271,2007-05-01,Services Inflation,-0.4223597
272,2007-06-01,Overall Inflation,-0.331003
273,2007-06-01,Services Inflation,-0.4078685
274,2007-07-01,Overall Inflation,-0.391019
275,2007-07-01,Services Inflation,-0.4012102
276,2007-08-01,Overall Inflation,-0.3720594
277,2007-08-01,Services Inflation,-0.3827957
278,2007-09-01,Overall Inflation,-0.33447
279,2007-09-01,Services Inflation,-0.3776267
280,2007-10-01,Overall Inflation,-0.3191575
281,2007-10-01,Services Inflation,-0.3503789
282,2007-11-01,Overall Inflation,-0.2952658
283,2007-11-01,Services Inflation,-0.349596
284,2007-12-01,Overall Inflation,-0.2746965
285,2007-12-01,Services Inflation,-0.3274184
286,2008-01-01,Overall Inflation,-0.3224069
287,2008-01-01,Services Inflation,-0.3085814
288,2008-02-01,Overall Inflation,-0.2983096
289,2008-02-01,Services Inflation,-0.2717025
290,2008-03-01,Overall Inflation,-0.2652866
291,2008-03-01,Services Inflation,-0.2245615
292,2008-04-01,Overall Inflation,-0.2306556
293,2008-04-01,Services Inflation,-0.2639733
294,2008-05-01,Overall Inflation,-0.1847999
295,2008-05-01,Services Inflation,-0.2556087
296,2008-06-01,Overall Inflation,-0.1502045
297,2008-06-01,Services Inflation,-0.2353092
298,2008-07-01,Overall Inflation,-0.1985072
299,2008-07-01,Services Inflation,-0.2211273
300,2008-08-01,Overall Inflation,-0.1670106
301,2008-08-01,Services Inflation,-0.2086319
302,2008-09-01,Overall Inflation,-0.1563179
303,2008-09-01,Services Inflation,-0.1824789
304,2008-10-01,Overall Inflation,-0.1376312
305,2008-10-01,Services Inflation,-0.1487139
306,2008-11-01,Overall Inflation,-0.1062731
307,2008-11-01,Services Inflation,-0.1511356
308,2008-12-01,Overall Inflation,-0.1453432
309,2008-12-01,Services Inflation,-0.1493578
310,2009-01-01,Overall Inflation,-0.1740534
311,2009-01-01,Services Inflation,-0.1629735
312,2009-02-01,Overall Inflation,-0.1146483
313,2009-02-01,Services Inflation,-0.1290806
314,2009-03-01,Overall Inflation,-0.0840191
315,2009-03-01,Services Inflation,-0.1403649
316,2009-04-01,Overall Inflation,-0.0683606
317,2009-04-01,Services Inflation,-0.1224381
318,2009-05-01,Overall Inflation,-0.0299263
319,2009-05-01,Services Inflation,-0.1137526
320,2009-06-01,Overall Inflation,-0.0314085
321,2009-06-01,Services Inflation,-0.1148668
322,2009-07-01,Overall Inflation,-0.070001
323,2009-07-01,Services Inflation,-0.1099402
324,2009-08-01,Overall Inflation,-0.0567829
325,2009-08-01,Services Inflation,-0.1140999
326,2009-09-01,Overall Inflation,-0.0472798
327,2009-09-01,Services Inflation,-0.1068882
328,2009-10-01,Overall Inflation,-0.0304063
329,2009-10-01,Services Inflation,-0.0945057
330,2009-11-01,Overall Inflation,-0.0203486
331,2009-11-01,Services Inflation,-0.0881155
332,2009-12-01,Overall Inflation,-0.0046352
333,2009-12-01,Services Inflation,-0.0717597
334,2010-01-01,Overall Inflation,-0.069565
335,2010-01-01,Services Inflation,-0.0399771
336,2010-02-01,Overall Inflation,0.0102619
337,2010-02-01,Services Inflation,-0.03864
338,2010-03-01,Overall Inflation,0.0496682
339,2010-03-01,Services Inflation,-0.0362074
340,2010-04-01,Overall Inflation,0.0690472
341,2010-04-01,Services Inflation,-0.0348723
342,2010-05-01,Overall Inflation,0.0923908
343,2010-05-01,Services Inflation,-0.0168515
344,2010-06-01,Overall Inflation,0.0920449
345,2010-06-01,Services Inflation,-0.00296
346,2010-07-01,Overall Inflation,0.0735463
347,2010-07-01,Services Inflation,-0.0201464
348,2010-08-01,Overall Inflation,0.1259354
349,2010-08-01,Services Inflation,-0.0008861
350,2010-09-01,Overall Inflation,0.0921575
351,2010-09-01,Services Inflation,0.0026518
352,2010-10-01,Overall Inflation,0.1527752
353,2010-10-01,Services Inflation,-0.0026395
354,2010-11-01,Overall Inflation,0.1950594
355,2010-11-01,Services Inflation,-0.00033
356,2010-12-01,Overall Inflation,0.1783029
357,2010-12-01,Services Inflation,0.009889
358,2011-01-01,Overall Inflation,0.1409926
359,2011-01-01,Services Inflation,0.075329
360,2011-02-01,Overall Inflation,0.2052684
361,2011-02-01,Services Inflation,0.0760398
362,2011-03-01,Overall Inflation,0.225303
363,2011-03-01,Services Inflation,0.0786379
364,2011-04-01,Overall Inflation,0.2472245
365,2011-04-01,Services Inflation,0.0820521
366,2011-05-01,Overall Inflation,0.2698376
367,2011-05-01,Services Inflation,0.0941898
368,2011-06-01,Overall Inflation,0.2651313
369,2011-06-01,Services Inflation,0.1071289
370,2011-07-01,Overall Inflation,0.2641929
371,2011-07-01,Services Inflation,0.0977706
372,2011-08-01,Overall Inflation,0.2872306
373,2011-08-01,Services Inflation,0.1182019
374,2011-09-01,Overall Inflation,0.3324937
375,2011-09-01,Services Inflation,0.1364957
376,2011-10-01,Overall Inflation,0.3246397
377,2011-10-01,Services Inflation,0.1352038
378,2011-11-01,Overall Inflation,0.3371826
379,2011-11-01,Services Inflation,0.13207
380,2011-12-01,Overall Inflation,0.3282936
381,2011-12-01,Services Inflation,0.144896
382,2012-01-01,Overall Inflation,0.2464889
383,2012-01-01,Services Inflation,0.1337719
384,2012-02-01,Overall Inflation,0.3196379
385,2012-02-01,Services Inflation,0.1387115
386,2012-03-01,Overall Inflation,0.3364743
387,2012-03-01,Services Inflation,0.1500896
388,2012-04-01,Overall Inflation,0.3362039
389,2012-04-01,Services Inflation,0.174939
390,2012-05-01,Overall Inflation,0.3504283
391,2012-05-01,Services Inflation,0.1635419
392,2012-06-01,Overall Inflation,0.3160316
393,2012-06-01,Services Inflation,0.1732873
394,2012-07-01,Overall Inflation,0.2970766
395,2012-07-01,Services Inflation,0.1850931
396,2012-08-01,Overall Inflation,0.3308503
397,2012-08-01,Services Inflation,0.1916332
398,2012-09-01,Overall Inflation,0.3661752
399,2012-09-01,Services Inflation,0.2090092
400,2012-10-01,Overall Inflation,0.3689078
401,2012-10-01,Services Inflation,0.212879
402,2012-11-01,Overall Inflation,0.3864744
403,2012-11-01,Services Inflation,0.2272027
404,2012-12-01,Overall Inflation,0.3789424
405,2012-12-01,Services Inflation,0.2329612
406,2013-01-01,Overall Inflation,0.3612102
407,2013-01-01,Services Inflation,0.2428195
408,2013-02-01,Overall Inflation,0.33899
409,2013-02-01,Services Inflation,0.2479862
410,2013-03-01,Overall Inflation,0.3651956
411,2013-03-01,Services Inflation,0.2461689
412,2013-04-01,Overall Inflation,0.3661196
413,2013-04-01,Services Inflation,0.248721
414,2013-05-01,Overall Inflation,0.3815784
415,2013-05-01,Services Inflation,0.2539821
416,2013-06-01,Overall Inflation,0.3643541
417,2013-06-01,Services Inflation,0.2550362
418,2013-07-01,Overall Inflation,0.3471312
419,2013-07-01,Services Inflation,0.2535129
420,2013-08-01,Overall Inflation,0.3606905
421,2013-08-01,Services Inflation,0.2570506
422,2013-09-01,Overall Inflation,0.3978756
423,2013-09-01,Services Inflation,0.2697293
424,2013-10-01,Overall Inflation,0.39446
425,2013-10-01,Services Inflation,0.2758463
426,2013-11-01,Overall Inflation,0.4089794
427,2013-11-01,Services Inflation,0.2802567
428,2013-12-01,Overall Inflation,0.400412
429,2013-12-01,Services Inflation,0.2925538
430,2014-01-01,Overall Inflation,0.3909396
431,2014-01-01,Services Inflation,0.30111
432,2014-02-01,Overall Inflation,0.4166568
433,2014-02-01,Services Inflation,0.25739
434,2014-03-01,Overall Inflation,0.4245209
435,2014-03-01,Services Inflation,0.2649038
436,2014-04-01,Overall Inflation,0.4019236
437,2014-04-01,Services Inflation,0.2676301
438,2014-05-01,Overall Inflation,0.4106615
439,2014-05-01,Services Inflation,0.2804696
440,2014-06-01,Overall Inflation,0.4080035
441,2014-06-01,Services Inflation,0.2884355
442,2014-07-01,Overall Inflation,0.3582896
443,2014-07-01,Services Inflation,0.291569
444,2014-08-01,Overall Inflation,0.3913944
445,2014-08-01,Services Inflation,0.2929633
446,2014-09-01,Overall Inflation,0.4284161
447,2014-09-01,Services Inflation,0.2906253
448,2014-10-01,Overall Inflation,0.4337408
449,2014-10-01,Services Inflation,0.300153
450,2014-11-01,Overall Inflation,0.4134371
451,2014-11-01,Services Inflation,0.3063061
452,2014-12-01,Overall Inflation,0.4169351
453,2014-12-01,Services Inflation,0.3229036
454,2015-01-01,Overall Inflation,0.3793633
455,2015-01-01,Services Inflation,0.3297899
456,2015-02-01,Overall Inflation,0.3798759
457,2015-02-01,Services Inflation,0.3442056
458,2015-03-01,Overall Inflation,0.3888122
459,2015-03-01,Services Inflation,0.3505957
460,2015-04-01,Overall Inflation,0.3817926
461,2015-04-01,Services Inflation,0.3604093
462,2015-05-01,Overall Inflation,0.3802473
463,2015-05-01,Services Inflation,0.3603883
464,2015-06-01,Overall Inflation,0.394248
465,2015-06-01,Services Inflation,0.3733943
466,2015-07-01,Overall Inflation,0.3499221
467,2015-07-01,Services Inflation,0.3776778
468,2015-08-01,Overall Inflation,0.3679071
469,2015-08-01,Services Inflation,0.3655734
470,2015-09-01,Overall Inflation,0.3900751
471,2015-09-01,Services Inflation,0.3762724
472,2015-10-01,Overall Inflation,0.3821055
473,2015-10-01,Services Inflation,0.3725838
474,2015-11-01,Overall Inflation,0.3949256
475,2015-11-01,Services Inflation,0.3857248
476,2015-12-01,Overall Inflation,0.3758618
477,2015-12-01,Services Inflation,0.3941483
478,2016-01-01,Overall Inflation,0.3589963
479,2016-01-01,Services Inflation,0.3927653
480,2016-02-01,Overall Inflation,0.3730227
481,2016-02-01,Services Inflation,0.420114
482,2016-03-01,Overall Inflation,0.3846835
483,2016-03-01,Services Inflation,0.4274038
484,2016-04-01,Overall Inflation,0.3688222
485,2016-04-01,Services Inflation,0.4516435
486,2016-05-01,Overall Inflation,0.3756702
487,2016-05-01,Services Inflation,0.4609677
488,2016-06-01,Overall Inflation,0.367416
489,2016-06-01,Services Inflation,0.4679164
490,2016-07-01,Overall Inflation,0.3366009
491,2016-07-01,Services Inflation,0.479806
492,2016-08-01,Overall Inflation,0.373796
493,2016-08-01,Services Inflation,0.4695089
494,2016-09-01,Overall Inflation,0.4072908
495,2016-09-01,Services Inflation,0.4913448
496,2016-10-01,Overall Inflation,0.4160225
497,2016-10-01,Services Inflation,0.4875379
498,2016-11-01,Overall Inflation,0.4279096
499,2016-11-01,Services Inflation,0.5073311
500,2016-12-01,Overall Inflation,0.4155627
501,2016-12-01,Services Inflation,0.5155589
502,2017-11-01,Overall Inflation,0.5293529
503,2017-11-01,Services Inflation,0.5845631
504,2017-12-01,Overall Inflation,0.5289317
505,2017-12-01,Services Inflation,0.5862267
506,2018-01-01,Overall Inflation,0.5238507
507,2018-01-01,Services Inflation,0.6144062
508,2018-02-01,Overall Inflation,0.5282986
509,2018-02-01,Services Inflation,0.5755619
510,2018-03-01,Overall Inflation,0.547195
511,2018-03-01,Services Inflation,0.5874372
512,2018-04-01,Overall Inflation,0.5459847
513,2018-04-01,Services Inflation,0.5845618
514,2018-05-01,Overall Inflation,0.5601593
515,2018-05-01,Services Inflation,0.5951925
516,2018-06-01,Overall Inflation,0.5463053
517,2018-06-01,Services Inflation,0.5927856
518,2018-07-01,Overall Inflation,0.5383545
519,2018-07-01,Services Inflation,0.5970082
520,2018-08-01,Overall Inflation,0.574961
521,2018-08-01,Services Inflation,0.5880617
522,2018-09-01,Overall Inflation,0.5983516
523,2018-09-01,Services Inflation,0.5868453
524,2018-10-01,Overall Inflation,0.5927676
525,2018-10-01,Services Inflation,0.5930624
526,2018-11-01,Overall Inflation,0.6124532
527,2018-11-01,Services Inflation,0.6080474
528,2018-12-01,Overall Inflation,0.6113472
529,2018-12-01,Services Inflation,0.629326
530,2019-09-01,Overall Inflation,0.7047918
531,2019-09-01,Services Inflation,0.7373402
532,2019-10-01,Overall Inflation,0.68837
533,2019-10-01,Services Inflation,0.7293244
534,2019-11-01,Overall Inflation,0.7146888
535,2019-11-01,Services Inflation,0.7460346
536,2019-12-01,Overall Inflation,0.7119408
537,2019-12-01,Services Inflation,0.7503229
538,2020-01-01,Overall Inflation,0.6879727
539,2020-01-01,Services Inflation,0.7479703
540,2020-02-01,Overall Inflation,0.6872931
541,2020-02-01,Services Inflation,0.7588575
542,2020-03-01,Overall Inflation,0.7060558
543,2020-03-01,Services Inflation,0.7644908
544,2020-04-01,Overall Inflation,0.3527723
545,2020-04-01,Services Inflation,0.8493009
546,2020-05-01,Overall Inflation,0.404577
547,2020-05-01,Services Inflation,0.8821971
548,2020-06-01,Overall Inflation,0.4900009
549,2020-06-01,Services Inflation,0.8995369
550,2020-07-01,Overall Inflation,0.632005
551,2020-07-01,Services Inflation,0.9267164
552,2020-08-01,Overall Inflation,0.6075318
553,2020-08-01,Services Inflation,0.8213803
554,2020-09-01,Overall Inflation,0.6908521
555,2020-09-01,Services Inflation,0.9003126
556,2020-10-01,Overall Inflation,0.7037467
557,2020-10-01,Services Inflation,0.9400095
558,2020-11-01,Overall Inflation,0.5505193
559,2020-11-01,Services Inflation,0.9378065
560,2020-12-01,Overall Inflation,0.685167
561,2020-12-01,Services Inflation,0.9766387
562,2021-01-01,Overall Inflation,0.5342314
563,2021-01-01,Services Inflation,0.9810456
564,2021-02-01,Overall Inflation,0.5841163
565,2021-02-01,Services Inflation,0.99887
566,2021-03-01,Overall Inflation,0.6029654
567,2021-03-01,Services Inflation,0.9678767
568,2021-04-01,Overall Inflation,0.6196432
569,2021-04-01,Services Inflation,0.9824651
570,2021-05-01,Overall Inflation,0.6963728
571,2021-05-01,Services Inflation,1.14823
572,2021-06-01,Overall Inflation,0.7258721
573,2021-06-01,Services Inflation,1.116307
574,2021-07-01,Overall Inflation,0.7377505
575,2021-07-01,Services Inflation,1.098499
576,2021-08-01,Overall Inflation,0.7846645
577,2021-08-01,Services Inflation,1.09825
578,2021-09-01,Overall Inflation,0.8137974
579,2021-09-01,Services Inflation,1.028107
580,2021-10-01,Overall Inflation,0.8474446
581,2021-10-01,Services Inflation,1.038193
582,2021-11-01,Overall Inflation,0.8768757
583,2021-11-01,Services Inflation,1.062559
584,2021-12-01,Overall Inflation,0.8995402
585,2021-12-01,Services Inflation,1.081929
586,2022-01-01,Overall Inflation,0.9170374
587,2022-01-01,Services Inflation,1.105041
588,2022-02-01,Overall Inflation,0.9523512
589,2022-02-01,Services Inflation,1.069786
590,2022-03-01,Overall Inflation,1.026268
591,2022-03-01,Services Inflation,1.089284
592,2022-04-01,Overall Inflation,1.063074
593,2022-04-01,Services Inflation,1.155279
594,2022-05-01,Overall Inflation,1.123678
595,2022-05-01,Services Inflation,1.192381
